segment,train_start,train_end,oos_start,oos_end,best_L,best_S,oos_return,oos_max_dd,oos_return_to_dd,oos_sharpe,oos_trades,oos_n_trades_roundturn,oos_win_rate_trades,oos_avg_winner,oos_avg_loser,oos_profit_factor
0,2017-12-18 00:35:00,2021-11-19 15:15:00,2021-11-19 15:20:00,2022-02-18,500,0.01,40819.25000000012,-12983.75000000003,3.143872147877156,2.820327457259896,126.0,126.0,0.42857142857142855,1770.513888888891,-1165.3958333333333,1.1394286633654531
1,2018-03-19 08:35:00,2022-02-18 00:00:00,2022-02-18 00:05:00,2022-05-19,500,0.01,60892.99999999994,-17917.25,3.3985684187026437,4.354815612060637,127.0,127.0,0.33070866141732286,2383.767857142857,-1091.3558823529418,1.0792645953091264
