segment,direction,entry_time,exit_time,entry_price,exit_price,pnl,holding_bars,trade_return
0,long,2021-11-22 07:40:00,2021-11-22 07:50:00,59070.0,58840.0,-137.24999999998545,2,-0.003893685457931268
0,short,2021-11-22 15:05:00,2021-11-22 15:35:00,55935.0,56170.0,-1059.2499999999854,6,-0.0042013050862608385
0,short,2021-11-23 03:40:00,2021-11-23 03:45:00,56165.0,56970.0,1151.25,1,-0.014332769518383335
0,long,2021-11-24 18:35:00,2021-11-24 20:25:00,58020.0,58060.0,657.7500000000146,22,0.0006894174422612892
0,long,2021-11-25 04:15:00,2021-11-25 17:50:00,58780.0,59390.0,2624.5000000000146,103,0.010377679482817285
0,short,2021-11-26 02:25:00,2021-11-26 02:35:00,55585.0,55610.0,-1269.0000000000146,2,-0.00044976162633804086
0,short,2021-11-26 02:40:00,2021-11-26 02:45:00,55380.0,55550.0,332.00000000001455,1,-0.0030697002527988442
0,short,2021-11-26 02:50:00,2021-11-26 03:00:00,54600.0,55280.0,-2154.0000000000146,2,-0.012454212454212455
0,short,2021-11-26 05:00:00,2021-11-26 05:20:00,54495.0,54580.0,-583.2500000000146,4,-0.0015597761262501147
0,short,2021-11-26 05:45:00,2021-11-26 06:20:00,54225.0,54190.0,415.0,7,0.0006454587367450438
0,long,2021-11-30 09:15:00,2021-11-30 09:40:00,59360.0,59200.0,-1414.0000000000146,5,-0.0026954177897574125
0,short,2021-12-01 21:10:00,2021-12-01 21:55:00,56405.0,56710.0,-754.5000000000146,9,-0.005407322045917915
0,short,2021-12-03 09:50:00,2021-12-03 10:20:00,55835.0,55465.0,1092.0,6,0.006626667860660876
0,short,2021-12-03 11:00:00,2021-12-03 11:25:00,54975.0,55125.0,-733.4999999999854,5,-0.002728512960436562
0,short,2021-12-03 12:50:00,2021-12-03 12:55:00,54900.0,54900.0,280.25000000001455,1,-0.0
0,short,2021-12-03 13:30:00,2021-12-03 14:10:00,54360.0,53645.0,1645.5,8,0.013153053715967623
0,short,2021-12-03 14:15:00,2021-12-03 14:25:00,53390.0,53280.0,6415.75,2,0.002060310919647874
0,short,2021-12-05 17:05:00,2021-12-05 17:15:00,49155.0,49635.0,-1856.5000000000143,2,-0.009765028989929814
0,short,2021-12-05 18:15:00,2021-12-05 19:05:00,48865.0,48910.0,-225.99999999998545,10,-0.0009209045328967564
0,short,2021-12-05 19:40:00,2021-12-05 19:55:00,48415.0,48785.0,-1769.0000000000146,3,-0.007642259630279872
0,short,2021-12-06 00:55:00,2021-12-06 01:50:00,48210.0,48345.0,-546.7499999999854,11,-0.0028002489110143126
0,short,2021-12-06 03:40:00,2021-12-06 04:10:00,47550.0,47775.0,-715.75,6,-0.00473186119873817
0,short,2021-12-08 06:25:00,2021-12-08 06:35:00,48795.0,49140.0,-1712.2499999999854,2,-0.007070396557024286
0,short,2021-12-09 08:50:00,2021-12-09 09:50:00,48715.0,48545.0,564.2499999999854,12,0.0034896849019809095
0,short,2021-12-09 12:25:00,2021-12-09 13:10:00,48160.0,47860.0,869.7499999999854,9,0.006229235880398671
0,short,2021-12-09 14:10:00,2021-12-09 15:20:00,47500.0,47910.0,-1622.2499999999854,14,-0.00863157894736842
