datetime,equity,drawdown
2007-11-12 18:10:00,103672.00000000026,-3564.0999999999476
2007-11-12 18:15:00,103672.00000000026,-3564.0999999999476
2007-11-12 18:20:00,103672.00000000026,-3564.0999999999476
2007-11-12 18:25:00,103672.00000000026,-3564.0999999999476
2007-11-12 18:30:00,103672.00000000026,-3564.0999999999476
2007-11-12 18:35:00,103672.00000000026,-3564.0999999999476
2007-11-12 18:40:00,103672.00000000026,-3564.0999999999476
2007-11-12 18:45:00,103672.00000000026,-3564.0999999999476
2007-11-12 18:50:00,103672.00000000026,-3564.0999999999476
2007-11-12 18:55:00,103672.00000000026,-3564.0999999999476
2007-11-12 19:00:00,103672.00000000026,-3564.0999999999476
2007-11-12 19:05:00,103672.00000000026,-3564.0999999999476
2007-11-12 19:10:00,103672.00000000026,-3564.0999999999476
2007-11-12 19:15:00,103672.00000000026,-3564.0999999999476
